word,sentence1,sentence2,same,ambiguity_type,disambiguating_word1,disambiguating_word2,version,Class,mean_relatedness,median_relatedness,diff,count,sd_relatedness,distance_bert,distance_elmo,se_relatedness,v1,v2
ground,He was on the firm ground,He was on the camp ground,FALSE,Polysemy,firm,camp,M1_a_M2_a,N,2285714286,2,0285714286,14,1204387583,0308426082,0066148043,0321886121,M1_a,M2_a
ground,He was on the firm ground,He was on the parade ground,FALSE,Polysemy,firm,parade,M1_a_M2_b,N,1846153846,2,0153846154,13,1344504484,033117944,0072730541,0372898451,M1_a,M2_b
ground,He was on the frozen ground,He was on the camp ground,FALSE,Polysemy,frozen,camp,M1_b_M2_a,N,2923076923,3,0076923077,13,1037749043,0238362193,0047380745,0287819799,M1_b,M2_a
ground,He was on the frozen ground,He was on the parade ground,FALSE,Polysemy,frozen,parade,M1_b_M2_b,N,35,4,05,10,0707106781,0350116193,006280309,0223606798,M1_b,M2_b
ground,He was on the firm ground,He was on the frozen ground,TRUE,Polysemy,firm,frozen,M1_a_M1_b,N,3615384615,4,0384615385,13,0767947648,0268796027,0078346133,0212990355,M1_a,M1_b
ground,He was on the camp ground,He was on the parade ground,TRUE,Polysemy,camp,parade,M2_a_M2_b,N,3285714286,4,0714285714,14,1437335753,0222591102,0027148664,0384144138,M2_a,M2_b
guard,They liked the night guard,They liked the coast guard,FALSE,Polysemy,night,coast,M1_a_M2_a,N,2647058824,3,0352941176,17,1538716042,0296960831,0084294081,0373193457,M1_a,M2_a
guard,They liked the night guard,They liked the national guard,FALSE,Polysemy,night,national,M1_a_M2_b,N,1777777778,2,0222222222,9,16414763,0255502522,0068060756,0547158767,M1_a,M2_b
guard,They liked the security guard,They liked the coast guard,FALSE,Polysemy,security,coast,M1_b_M2_a,N,3615384615,4,0384615385,13,0767947648,0323509276,008933562,0212990355,M1_b,M2_a
guard,They liked the security guard,They liked the national guard,FALSE,Polysemy,security,national,M1_b_M2_b,N,3454545455,4,0545454545,11,0820199532,0289503992,0079711378,0247299464,M1_b,M2_b
guard,They liked the night guard,They liked the security guard,TRUE,Polysemy,night,security,M1_a_M1_b,N,3454545455,4,0545454545,11,1213559752,0201911449,004474318,0365902033,M1_a,M1_b
guard,They liked the coast guard,They liked the national guard,TRUE,Polysemy,coast,national,M2_a_M2_b,N,38125,4,01875,16,0543905629,0165234149,0077930093,0135976407,M2_a,M2_b
guide,He had an assembly guide,He had a talkative guide,FALSE,Polysemy,assembly,talkative,M1_a_M2_a,N,2333333333,25,0166666667,12,1435481125,0165287137,0071446717,0414387707,M1_a,M2_a
guide,He had an assembly guide,He had a friendly guide,FALSE,Polysemy,assembly,friendly,M1_a_M2_b,N,225,2,025,12,1288057029,0215485573,0077599823,0371830036,M1_a,M2_b
guide,He had a TV guide,He had a talkative guide,FALSE,Polysemy,TV,talkative,M1_b_M2_a,N,11875,1,01875,16,0910585892,0275434554,0073995888,0227646473,M1_b,M2_a
guide,He had a TV guide,He had a friendly guide,FALSE,Polysemy,TV,friendly,M1_b_M2_b,N,1,05,05,10,1154700538,031368345,0076377749,0365148372,M1_b,M2_b
guide,He had an assembly guide,He had a TV guide,TRUE,Polysemy,assembly,TV,M1_a_M1_b,N,2272727273,2,0272727273,11,1272077756,024040103,0065190911,0383545875,M1_a,M1_b
guide,He had a talkative guide,He had a friendly guide,TRUE,Polysemy,talkative,friendly,M2_a_M2_b,N,3875,4,0125,16,0341565026,0087630928,0029138327,0085391256,M2_a,M2_b
hail,They hailed a cab,They hailed a friend,FALSE,Polysemy,cab,friend,M1_a_M2_a,V,24,2,04,15,1183215957,0281277299,0097313643,0305505046,M1_a,M2_a
hail,They hailed a cab,They hailed a guest,FALSE,Polysemy,cab,guest,M1_a_M2_b,V,1727272727,2,0272727273,11,1190874392,0294083297,0092353225,0359062139,M1_a,M2_b
hail,They hailed a taxi,They hailed a friend,FALSE,Polysemy,taxi,friend,M1_b_M2_a,V,2692307692,3,0307692308,13,1250640861,0277096033,0095104337,0346865366,M1_b,M2_a
hail,They hailed a taxi,They hailed a guest,FALSE,Polysemy,taxi,guest,M1_b_M2_b,V,21,2,01,10,1370320319,0294228375,0096482575,0433333333,M1_b,M2_b
hail,They hailed a cab,They hailed a taxi,TRUE,Polysemy,cab,taxi,M1_a_M1_b,V,4,4,0,9,0,0028505385,0029815912,0,M1_a,M1_b
hail,They hailed a friend,They hailed a guest,TRUE,Polysemy,friend,guest,M2_a_M2_b,V,3315789474,4,0684210526,19,1108183277,011702776,0048453987,025423468,M2_a,M2_b
home,It was a summer home,It was a funeral home,FALSE,Polysemy,summer,funeral,M1_a_M2_a,N,2153846154,2,0153846154,13,0800640769,0321417093,011115998,0222057796,M1_a,M2_a
home,It was a summer home,It was a nursing home,FALSE,Polysemy,summer,nursing,M1_a_M2_b,N,3421052632,4,0578947368,19,1017392608,0294550896,0111939251,0233405872,M1_a,M2_b
home,It was a childhood home,It was a funeral home,FALSE,Polysemy,childhood,funeral,M1_b_M2_a,N,2076923077,2,0076923077,13,1441153384,0324015737,0089763939,0399704033,M1_b,M2_a
home,It was a childhood home,It was a nursing home,FALSE,Polysemy,childhood,nursing,M1_b_M2_b,N,35,4,05,8,0755928946,0328268707,0094116032,0267261242,M1_b,M2_b
home,It was a summer home,It was a childhood home,TRUE,Polysemy,summer,childhood,M1_a_M1_b,N,3818181818,4,0181818182,11,0404519917,0097551465,0053443015,0121967344,M1_a,M1_b
home,It was a funeral home,It was a nursing home,TRUE,Polysemy,funeral,nursing,M2_a_M2_b,N,2846153846,3,0153846154,13,114354375,0190919042,0052004874,0317161971,M2_a,M2_b
intelligence,They had natural intelligence,They had classified intelligence,FALSE,Polysemy,natural,classified,M1_a_M2_a,N,18,1,08,15,1473576795,0364275575,015520227,0380475892,M1_a,M2_a
intelligence,They had natural intelligence,They had military intelligence,FALSE,Polysemy,natural,military,M1_a_M2_b,N,3333333333,4,0666666667,9,0866025404,0334796607,0092460513,0288675135,M1_a,M2_b
intelligence,They had innate intelligence,They had classified intelligence,FALSE,Polysemy,innate,classified,M1_b_M2_a,N,2333333333,2,0333333333,9,1118033989,0356527925,0215245664,0372677996,M1_b,M2_a
intelligence,They had innate intelligence,They had military intelligence,FALSE,Polysemy,innate,military,M1_b_M2_b,N,33125,35,01875,16,0793200269,0343083978,0154103637,0198300067,M1_b,M2_b
intelligence,They had natural intelligence,They had innate intelligence,TRUE,Polysemy,natural,innate,M1_a_M1_b,N,3545454545,4,0454545455,11,0934198733,0052037835,0049465179,0281671516,M1_a,M1_b
intelligence,They had classified intelligence,They had military intelligence,TRUE,Polysemy,classified,military,M2_a_M2_b,N,3588235294,4,0411764706,17,071228712,0075024784,0121954203,0172755002,M2_a,M2_b
issue,It was a sensitive issue,It was a weekly issue,FALSE,Polysemy,sensitive,weekly,M1_a_M2_a,N,08,0,08,10,1316561177,0488652408,0088909268,04163332,M1_a,M2_a
issue,It was a sensitive issue,It was a special issue,FALSE,Polysemy,sensitive,special,M1_a_M2_b,N,3444444444,4,0555555556,9,1013793755,0307942808,0068591475,0337931252,M1_a,M2_b
issue,It was a political issue,It was a weekly issue,FALSE,Polysemy,political,weekly,M1_b_M2_a,N,175,1,075,12,1544785952,0460301161,0080926478,0445941293,M1_b,M2_a
issue,It was a political issue,It was a special issue,FALSE,Polysemy,political,special,M1_b_M2_b,N,2235294118,2,0235294118,17,1521898969,0342561364,0074750662,0369114718,M1_b,M2_b
issue,It was a sensitive issue,It was a political issue,TRUE,Polysemy,sensitive,political,M1_a_M1_b,N,38,4,02,15,0560611911,0088626802,0034658849,0144749373,M1_a,M1_b
issue,It was a weekly issue,It was a special issue,TRUE,Polysemy,weekly,special,M2_a_M2_b,N,2642857143,3,0357142857,14,1446860945,026971966,0067211151,0386689853,M2_a,M2_b
jam,It was a blackberry jam,It was a traffic jam,FALSE,Homonymy,blackberry,traffic,M1_a_M2_a,N,0071428571,0,0071428571,14,0267261242,0442857265,0108810067,0071428571,M1_a,M2_a
jam,It was a blackberry jam,It was a paper jam,FALSE,Homonymy,blackberry,paper,M1_a_M2_b,N,0538461538,0,0538461538,13,1126601424,0114704907,0072253227,0312463016,M1_a,M2_b
jam,It was a peach jam,It was a traffic jam,FALSE,Homonymy,peach,traffic,M1_b_M2_a,N,0,0,0,12,0,0450755119,0099556148,0,M1_b,M2_a
jam,It was a peach jam,It was a paper jam,FALSE,Homonymy,peach,paper,M1_b_M2_b,N,0066666667,0,0066666667,15,025819889,0154984951,0054440141,0066666667,M1_b,M2_b
jam,It was a blackberry jam,It was a peach jam,TRUE,Homonymy,blackberry,peach,M1_a_M1_b,N,4,4,0,13,0,0106470287,0013601124,0,M1_a,M1_b
jam,It was a traffic jam,It was a paper jam,TRUE,Homonymy,traffic,paper,M2_a_M2_b,N,21,2,01,10,1197219,0395899713,0070620716,037859389,M2_a,M2_b
key,It was a duplicate key,It was a delete key,FALSE,Polysemy,duplicate,delete,M1_a_M2_a,N,1076923077,1,0076923077,13,1441153384,0084568501,0069850564,0399704033,M1_a,M2_a
key,It was a duplicate key,It was a backspace key,FALSE,Polysemy,duplicate,backspace,M1_a_M2_b,N,0454545455,0,0454545455,11,0820199532,0138863146,0048993409,0247299464,M1_a,M2_b
key,It was a master key,It was a delete key,FALSE,Polysemy,master,delete,M1_b_M2_a,N,075,0,075,12,1215431087,0100652397,0116315901,0350864733,M1_b,M2_a
key,It was a master key,It was a backspace key,FALSE,Polysemy,master,backspace,M1_b_M2_b,N,0916666667,1,0083333333,12,099620492,0185944676,007235074,0287579589,M1_b,M2_b
key,It was a duplicate key,It was a master key,TRUE,Polysemy,duplicate,master,M1_a_M1_b,N,3909090909,4,0090909091,11,0301511345,0059563339,0068055868,0090909091,M1_a,M1_b
key,It was a delete key,It was a backspace key,TRUE,Polysemy,delete,backspace,M2_a_M2_b,N,3666666667,4,0333333333,18,0685994341,0115159452,0070094943,0161690417,M2_a,M2_b
lamb,They liked the marinated lamb,They liked the cute lamb,FALSE,Polysemy,marinated,cute,M1_a_M2_a,N,33,35,02,10,0823272602,0091305315,0052619398,0260341656,M1_a,M2_a
lamb,They liked the marinated lamb,They liked the friendly lamb,FALSE,Polysemy,marinated,friendly,M1_a_M2_b,N,3,3,0,12,1206045378,0110114396,0061512589,0348155312,M1_a,M2_b
lamb,They liked the grilled lamb,They liked the cute lamb,FALSE,Polysemy,grilled,cute,M1_b_M2_a,N,3466666667,4,0533333333,15,0639940473,008867979,005507952,016523192,M1_b,M2_a
lamb,They liked the grilled lamb,They liked the friendly lamb,FALSE,Polysemy,grilled,friendly,M1_b_M2_b,N,3294117647,4,0705882353,17,1046703509,0107629597,0059822142,025386289,M1_b,M2_b
lamb,They liked the marinated lamb,They liked the grilled lamb,TRUE,Polysemy,marinated,grilled,M1_a_M1_b,N,4,4,0,12,0,0041544676,0236713231,0,M1_a,M1_b
lamb,They liked the cute lamb,They liked the friendly lamb,TRUE,Polysemy,cute,friendly,M2_a_M2_b,N,3636363636,4,0363636364,11,1206045378,0032332778,0022594988,0363636364,M2_a,M2_b
lap,She lapped the milk,She lapped the runners,FALSE,Homonymy,milk,runners,M1_a_M2_a,V,02,0,02,15,0414039336,0331312001,0118968368,0106904497,M1_a,M2_a
lap,She lapped the milk,She lapped the competitors,FALSE,Homonymy,milk,competitors,M1_a_M2_b,V,0333333333,0,0333333333,12,0492365964,0412111938,0140125692,0142133811,M1_a,M2_b
lap,She lapped the water,She lapped the runners,FALSE,Homonymy,water,runners,M1_b_M2_a,V,0333333333,0,0333333333,12,0887625365,0179503739,007594049,0256235372,M1_b,M2_a
lap,She lapped the water,She lapped the competitors,FALSE,Homonymy,water,competitors,M1_b_M2_b,V,05,05,0,10,0527046277,0295544863,0102032185,0166666667,M1_b,M2_b
lap,She lapped the milk,She lapped the water,TRUE,Homonymy,milk,water,M1_a_M1_b,V,3625,4,0375,8,051754917,0180359662,0078547239,0182981264,M1_a,M1_b
lap,She lapped the runners,She lapped the competitors,TRUE,Homonymy,runners,competitors,M2_a_M2_b,V,345,4,055,20,0998683344,0108225286,0041925013,0223312384,M2_a,M2_b
load,She loaded the gun,She loaded the truck,FALSE,Polysemy,gun,truck,M1_a_M2_a,V,2142857143,2,0142857143,7,1069044968,025092721,0067025781,0404061018,M1_a,M2_a
load,She loaded the gun,She loaded the van,FALSE,Polysemy,gun,van,M1_a_M2_b,V,2466666667,2,0466666667,15,1125462868,0221700847,0069086552,0290593263,M1_a,M2_b
load,She loaded the rifle,She loaded the truck,FALSE,Polysemy,rifle,truck,M1_b_M2_a,V,2538461538,2,0538461538,13,0967417922,0205683231,0083544791,0268313456,M1_b,M2_a
load,She loaded the rifle,She loaded the van,FALSE,Polysemy,rifle,van,M1_b_M2_b,V,25,25,0,14,0759554525,0178631902,0084087253,0202999486,M1_b,M2_b
load,She loaded the gun,She loaded the rifle,TRUE,Polysemy,gun,rifle,M1_a_M1_b,V,4,4,0,14,0,0046735942,0031222999,0,M1_a,M1_b
load,She loaded the truck,She loaded the van,TRUE,Polysemy,truck,van,M2_a_M2_b,V,4,4,0,14,0,0035642982,001317215,0,M2_a,M2_b
lock,She had curly locks,She had window locks,FALSE,Homonymy,curly,window,M1_a_M2_a,N,0,0,0,13,0,0364491343,009430939,0,M1_a,M2_a
lock,She had curly locks,She had door locks,FALSE,Homonymy,curly,door,M1_a_M2_b,N,0,0,0,10,0,0380106211,0101951361,0,M1_a,M2_b
lock,She had brown locks,She had window locks,FALSE,Homonymy,brown,window,M1_b_M2_a,N,0210526316,0,0210526316,19,0535303379,0375346899,0067510068,0122807018,M1_b,M2_a
lock,She had brown locks,She had door locks,FALSE,Homonymy,brown,door,M1_b_M2_b,N,0333333333,0,0333333333,12,0651338947,0380734086,0070536137,0188025358,M1_b,M2_b
lock,She had curly locks,She had brown locks,TRUE,Homonymy,curly,brown,M1_a_M1_b,N,3785714286,4,0214285714,14,0578934224,0049814999,0032923996,015472668,M1_a,M1_b
lock,She had window locks,She had door locks,TRUE,Homonymy,window,door,M2_a_M2_b,N,3555555556,4,0444444444,9,0726483157,0060202837,0021203756,0242161052,M2_a,M2_b
lunch,They liked the hot lunch,They liked the afternoon lunch,FALSE,Polysemy,hot,afternoon,M1_a_M2_a,N,3785714286,4,0214285714,14,0425815314,0073074341,0053751588,011380393,M1_a,M2_a
lunch,They liked the hot lunch,They liked the women's lunch,FALSE,Polysemy,hot,women,M1_a_M2_b,N,3388888889,4,0611111111,18,1036900863,0468395352,004511404,0244399877,M1_a,M2_b
lunch,They liked the sandwich lunch,They liked the afternoon lunch,FALSE,Polysemy,sandwich,afternoon,M1_b_M2_a,N,3857142857,4,0142857143,7,0377964473,0132222176,0034859002,0142857143,M1_b,M2_a
lunch,They liked the sandwich lunch,They liked the women's lunch,FALSE,Polysemy,sandwich,women,M1_b_M2_b,N,3583333333,4,0416666667,12,0792961461,0470807552,0033152342,0228908257,M1_b,M2_b
lunch,They liked the hot lunch,They liked the sandwich lunch,TRUE,Polysemy,hot,sandwich,M1_a_M1_b,N,3933333333,4,0066666667,15,025819889,0127897918,0032467186,0066666667,M1_a,M1_b
lunch,They liked the afternoon lunch,They liked the women's lunch,TRUE,Polysemy,afternoon,women,M2_a_M2_b,N,4,4,0,11,0,046317637,0055760741,0,M2_a,M2_b
market,He liked the flea market,He liked the housing market,FALSE,Polysemy,flea,housing,M1_a_M2_a,N,2555555556,3,0444444444,9,0881917104,020639205,0126381278,0293972368,M1_a,M2_a
market,He liked the flea market,He liked the stock market,FALSE,Polysemy,flea,stock,M1_a_M2_b,N,2285714286,25,0214285714,14,1437335753,0310365856,0132387996,0384144138,M1_a,M2_b
market,He liked the fish market,He liked the housing market,FALSE,Polysemy,fish,housing,M1_b_M2_a,N,2263157895,2,0263157895,19,1484815936,0179006577,0119191766,0340640138,M1_b,M2_a
market,He liked the fish market,He liked the stock market,FALSE,Polysemy,fish,stock,M1_b_M2_b,N,19,2,01,10,1286683938,0278942943,0124048412,0406885187,M1_b,M2_b
market,He liked the flea market,He liked the fish market,TRUE,Polysemy,flea,fish,M1_a_M1_b,N,3923076923,4,0076923077,13,0277350098,0097855568,0052541792,0076923077,M1_a,M1_b
market,He liked the housing market,He liked the stock market,TRUE,Polysemy,housing,stock,M2_a_M2_b,N,3083333333,3,0083333333,12,1164500153,0230547428,0082978725,0336162238,M2_a,M2_b
match,It was a lit match,It was a soccer match,FALSE,Homonymy,lit,soccer,M1_a_M2_a,N,0111111111,0,0111111111,9,0333333333,0462172866,006049633,0111111111,M1_a,M2_a
match,It was a lit match,It was a tennis match,FALSE,Homonymy,lit,tennis,M1_a_M2_b,N,0,0,0,9,0,0469395101,0078830719,0,M1_a,M2_b
match,It was a burning match,It was a soccer match,FALSE,Homonymy,burning,soccer,M1_b_M2_a,N,03125,0,03125,16,0793200269,0468630493,0067629695,0198300067,M1_b,M2_a
match,It was a burning match,It was a tennis match,FALSE,Homonymy,burning,tennis,M1_b_M2_b,N,0555555556,0,0555555556,18,11490263,0500597209,0080270708,0270828096,M1_b,M2_b
match,It was a lit match,It was a burning match,TRUE,Homonymy,lit,burning,M1_a_M1_b,N,4,4,0,10,0,0091742992,0035631716,0,M1_a,M1_b
match,It was a soccer match,It was a tennis match,TRUE,Homonymy,soccer,tennis,M2_a_M2_b,N,3666666667,4,0333333333,15,1046536237,0156254768,0045688748,0270214494,M2_a,M2_b
medicine,It was cough medicine,It was orthopedic medicine,FALSE,Polysemy,cough,orthopedic,M1_a_M2_a,N,2666666667,3,0333333333,15,1112697281,0246646047,0076702595,0287297202,M1_a,M2_a
medicine,It was cough medicine,It was veterinary medicine,FALSE,Polysemy,cough,veterinary,M1_a_M2_b,N,2444444444,2,0444444444,9,1424000624,0290193081,0069652915,0474666875,M1_a,M2_b
medicine,It was prescription medicine,It was orthopedic medicine,FALSE,Polysemy,prescription,orthopedic,M1_b_M2_a,N,3222222222,4,0777777778,9,1092906421,0252791405,0073477268,036430214,M1_b,M2_a
medicine,It was prescription medicine,It was veterinary medicine,FALSE,Polysemy,prescription,veterinary,M1_b_M2_b,N,35,4,05,10,108012345,0270864844,0065626502,0341565026,M1_b,M2_b
medicine,It was cough medicine,It was prescription medicine,TRUE,Polysemy,cough,prescription,M1_a_M1_b,N,35625,4,04375,16,1093541647,0135519445,0045588255,0273385412,M1_a,M1_b
medicine,It was orthopedic medicine,It was veterinary medicine,TRUE,Polysemy,orthopedic,veterinary,M2_a_M2_b,N,3833333333,4,0166666667,18,0514495755,0184719861,0040844679,0121267813,M2_a,M2_b
message,There was a phone message,There was an urgent message,FALSE,Polysemy,phone,urgent,M1_a_M2_a,N,35,35,0,10,0527046277,0155624568,0098115146,0166666667,M1_a,M2_a
message,There was a phone message,There was a clear message,FALSE,Polysemy,phone,clear,M1_a_M2_b,N,2125,25,0375,8,0991031209,0307215214,0135635555,0350382444,M1_a,M2_b
message,There was a computer message,There was an urgent message,FALSE,Polysemy,computer,urgent,M1_b_M2_a,N,3,3,0,15,1133893419,0132769883,0115331888,0292770022,M1_b,M2_a
message,There was a computer message,There was a clear message,FALSE,Polysemy,computer,clear,M1_b_M2_b,N,28125,3,01875,16,1046820583,0257606506,0148432255,0261705146,M1_b,M2_b
message,There was a phone message,There was a computer message,TRUE,Polysemy,phone,computer,M1_a_M1_b,N,3727272727,4,0272727273,11,0646669791,0093497396,0052448511,0194978278,M1_a,M1_b
message,There was an urgent message,There was a clear message,TRUE,Polysemy,urgent,clear,M2_a_M2_b,N,3705882353,4,0294117647,17,0587867532,0172176361,0040417314,0142578819,M2_a,M2_b
mold,It was a fungal mold,It was a rubber mold,FALSE,Homonymy,fungal,rubber,M1_a_M2_a,N,0133333333,0,0133333333,15,0351865775,0203066468,0105068564,0090851353,M1_a,M2_a
mold,It was a fungal mold,It was a clay mold,FALSE,Homonymy,fungal,clay,M1_a_M2_b,N,0916666667,05,0416666667,12,1240112409,0170827806,0093459785,0357989617,M1_a,M2_b
mold,It was a harmful mold,It was a rubber mold,FALSE,Homonymy,harmful,rubber,M1_b_M2_a,N,0111111111,0,0111111111,9,0333333333,0219214261,011547327,0111111111,M1_b,M2_a
mold,It was a harmful mold,It was a clay mold,FALSE,Homonymy,harmful,clay,M1_b_M2_b,N,0357142857,0,0357142857,14,0497245158,0185368598,0108413815,0132894358,M1_b,M2_b
mold,It was a fungal mold,It was a harmful mold,TRUE,Homonymy,fungal,harmful,M1_a_M1_b,N,30625,35,04375,16,1236594787,0115669966,0068282306,0309148697,M1_a,M1_b
mold,It was a rubber mold,It was a clay mold,TRUE,Homonymy,rubber,clay,M2_a_M2_b,N,3727272727,4,0272727273,11,0646669791,0137601793,0037674487,0194978278,M2_a,M2_b
mole,She saw the cancerous mole,She saw the cute mole,FALSE,Homonymy,cancerous,cute,M1_a_M2_a,N,0153846154,0,0153846154,13,0554700196,0121985972,0089485586,0153846154,M1_a,M2_a
mole,She saw the cancerous mole,She saw the fast mole,FALSE,Homonymy,cancerous,fast,M1_a_M2_b,N,0166666667,0,0166666667,12,0389249472,016255635,0091338396,0112366644,M1_a,M2_b
mole,She saw the raised mole,She saw the cute mole,FALSE,Homonymy,raised,cute,M1_b_M2_a,N,0625,0,0625,8,1407885953,0136322439,0087554216,0497762852,M1_b,M2_a
mole,She saw the raised mole,She saw the fast mole,FALSE,Homonymy,raised,fast,M1_b_M2_b,N,115,1,015,20,1386969434,0133527815,0073733807,0310135794,M1_b,M2_b
mole,She saw the cancerous mole,She saw the raised mole,TRUE,Homonymy,cancerous,raised,M1_a_M1_b,N,2375,35,1125,8,1995530721,0084662199,0096459329,0705526652,M1_a,M1_b
mole,She saw the cute mole,She saw the fast mole,TRUE,Homonymy,cute,fast,M2_a_M2_b,N,2375,2,0375,16,1586400538,0171923518,0074075401,0396600134,M2_a,M2_b
movement,He liked the rhythmic movement,He liked the feminist movement,FALSE,Polysemy,rhythmic,feminist,M1_a_M2_a,N,0846153846,1,0153846154,13,0898717034,0418435395,012679708,0249259258,M1_a,M2_a
movement,He liked the rhythmic movement,He liked the civil rights movement,FALSE,Polysemy,rhythmic,civil rights,M1_a_M2_b,N,0538461538,0,0538461538,13,0967417922,0619402647,0100257814,0268313456,M1_a,M2_b
movement,He liked the graceful movement,He liked the feminist movement,FALSE,Polysemy,graceful,feminist,M1_b_M2_a,N,1428571429,15,0071428571,14,1157868447,0419799209,0159288824,0309453359,M1_b,M2_a
movement,He liked the graceful movement,He liked the civil rights movement,FALSE,Polysemy,graceful,civil rights,M1_b_M2_b,N,0833333333,1,0166666667,12,0937436867,0664320558,0112012863,0270614714,M1_b,M2_b
movement,He liked the rhythmic movement,He liked the graceful movement,TRUE,Polysemy,rhythmic,graceful,M1_a_M1_b,N,3384615385,4,0615384615,13,0869718493,0108740687,0034734726,0241216509,M1_a,M1_b
movement,He liked the feminist movement,He liked the civil rights movement,TRUE,Polysemy,feminist,civil rights,M2_a_M2_b,N,4,4,0,12,0,0518557727,0067665219,0,M2_a,M2_b
newspaper,It was a national newspaper,It was a faded newspaper,FALSE,Polysemy,national,faded,M1_a_M2_a,N,39,4,01,10,0316227766,0234838784,0085758209,01,M1_a,M2_a
newspaper,It was a national newspaper,It was a shredded newspaper,FALSE,Polysemy,national,shredded,M1_a_M2_b,N,3647058824,4,0352941176,17,0785905248,0256969929,0093657017,0190610021,M1_a,M2_b
newspaper,It was a daily newspaper,It was a faded newspaper,FALSE,Polysemy,daily,faded,M1_b_M2_a,N,4,4,0,10,0,0152527511,0073273778,0,M1_b,M2_a
newspaper,It was a daily newspaper,It was a shredded newspaper,FALSE,Polysemy,daily,shredded,M1_b_M2_b,N,3777777778,4,0222222222,18,0732084498,0257240891,0085551262,0172553971,M1_b,M2_b
newspaper,It was a national newspaper,It was a daily newspaper,TRUE,Polysemy,national,daily,M1_a_M1_b,N,4,4,0,10,0,011405164,0041685343,0,M1_a,M1_b
newspaper,It was a faded newspaper,It was a shredded newspaper,TRUE,Polysemy,faded,shredded,M2_a_M2_b,N,3833333333,4,0166666667,12,0577350269,0079730213,0033593297,0166666667,M2_a,M2_b
orange,It was a juicy orange,It was a bright orange,FALSE,Polysemy,juicy,bright,M1_a_M2_a,N,2,2,0,19,1763834207,0307211459,0065273941,0404651319,M1_a,M2_a
orange,It was a juicy orange,It was a reddish orange,FALSE,Polysemy,juicy,reddish,M1_a_M2_b,N,1,0,1,9,1414213562,0273911238,0052660882,0471404521,M1_a,M2_b
orange,It was a ripe orange,It was a bright orange,FALSE,Polysemy,ripe,bright,M1_b_M2_a,N,25,3,05,8,1603567451,0236619532,0085292876,056694671,M1_b,M2_a
orange,It was a ripe orange,It was a reddish orange,FALSE,Polysemy,ripe,reddish,M1_b_M2_b,N,1916666667,15,0416666667,12,1621353718,0226773024,0090670049,0468044503,M1_b,M2_b
orange,It was a juicy orange,It was a ripe orange,TRUE,Polysemy,juicy,ripe,M1_a_M1_b,N,365,4,035,20,0988086934,0083839953,0051941872,0220942955,M1_a,M1_b
orange,It was a bright orange,It was a reddish orange,TRUE,Polysemy,bright,reddish,M2_a_M2_b,N,4,4,0,9,0,0122556508,0056215107,0,M2_a,M2_b
page,He saw the young page,He saw the blank page,FALSE,Homonymy,young,blank,M1_a_M2_a,N,0166666667,0,0166666667,12,0389249472,0240452111,0096105754,0112366644,M1_a,M2_a
page,He saw the young page,He saw the ripped page,FALSE,Homonymy,young,ripped,M1_a_M2_b,N,0333333333,0,0333333333,9,05,0225439787,0095548153,0166666667,M1_a,M2_b
page,He saw the loyal page,He saw the blank page,FALSE,Homonymy,loyal,blank,M1_b_M2_a,N,0388888889,0,0388888889,18,0607684989,0239609122,0103726864,0143232725,M1_b,M2_a
page,He saw the loyal page,He saw the ripped page,FALSE,Homonymy,loyal,ripped,M1_b_M2_b,N,0545454545,0,0545454545,11,0687551651,0221343756,012424624,0207304623,M1_b,M2_b
page,He saw the young page,He saw the loyal page,TRUE,Homonymy,young,loyal,M1_a_M1_b,N,3071428571,4,0928571429,14,1439245834,0146082819,008013767,0384654629,M1_a,M1_b
page,He saw the blank page,He saw the ripped page,TRUE,Homonymy,blank,ripped,M2_a_M2_b,N,3384615385,4,0615384615,13,1502135232,0077804208,0044888258,0416617354,M2_a,M2_b
palm,It was a calloused palm,It was a tropical palm,FALSE,Homonymy,calloused,tropical,M1_a_M2_a,N,0235294118,0,0235294118,17,0664211164,0271009207,0096294343,016109487,M1_a,M2_a
palm,It was a calloused palm,It was a tree palm,FALSE,Homonymy,calloused,tree,M1_a_M2_b,N,02,0,02,15,0560611911,0269844651,0081980586,0144749373,M1_a,M2_b
palm,It was a wrinkled palm,It was a tropical palm,FALSE,Homonymy,wrinkled,tropical,M1_b_M2_a,N,0285714286,0,0285714286,14,1069044968,0339266062,0120958984,0285714286,M1_b,M2_a
palm,It was a wrinkled palm,It was a tree palm,FALSE,Homonymy,wrinkled,tree,M1_b_M2_b,N,025,0,025,12,0452267017,0323847413,0089921772,0130558242,M1_b,M2_b
palm,It was a calloused palm,It was a wrinkled palm,TRUE,Homonymy,calloused,wrinkled,M1_a_M1_b,N,3,4,1,7,1414213562,0085626662,0040128887,0534522484,M1_a,M1_b
palm,It was a tropical palm,It was a tree palm,TRUE,Homonymy,tropical,tree,M2_a_M2_b,N,3916666667,4,0083333333,12,0288675135,0125965536,0102179348,0083333333,M2_a,M2_b
panel,It was a control panel,It was an advisory panel,FALSE,Polysemy,control,advisory,M1_a_M2_a,N,08,1,02,10,0788810638,0337162554,0105567575,0249443826,M1_a,M2_a
panel,It was a control panel,It was a consumer panel,FALSE,Polysemy,control,consumer,M1_a_M2_b,N,1222222222,1,0222222222,18,1165966176,0230144858,0096629083,0274820863,M1_a,M2_b
